counterid,day_type,month,day_part,sfmta_count
36,weekday,March,early_am,99.1666666666667
36,weekday,April,early_am,91.5
36,weekday,May,early_am,106.166666666667
36,weekday,June,early_am,98
36,weekday,July,early_am,140
36,weekday,August,early_am,210.583333333333
36,weekday,September,early_am,192.916666666667
36,weekday,October,early_am,171.75
36,weekday,November,early_am,163.416666666667
36,weekday,December,early_am,123.916666666667
36,weekday,January,peak_am,761.5
36,weekday,February,peak_am,594
36,weekday,March,peak_am,0
36,weekday,April,peak_am,0
36,weekday,May,peak_am,0
36,weekday,June,peak_am,0
36,weekday,July,peak_am,
36,weekday,August,peak_am,
36,weekday,September,peak_am,
36,weekday,October,peak_am,
36,weekday,November,peak_am,968
36,weekday,December,peak_am,859
36,weekday,January,mid,765.888888888889
36,weekday,February,mid,374
36,weekday,March,mid,282.142857142857
36,weekday,April,mid,0
36,weekday,May,mid,0
36,weekday,June,mid,0
36,weekday,July,mid,769.5
36,weekday,August,mid,
36,weekday,September,mid,
36,weekday,October,mid,938.333333333333
36,weekday,November,mid,872.8
36,weekday,December,mid,792.5
36,weekday,January,peak_pm,
36,weekday,February,peak_pm,
36,weekday,March,peak_pm,0
36,weekday,April,peak_pm,0
36,weekday,May,peak_pm,0
36,weekday,June,peak_pm,0
36,weekday,July,peak_pm,
36,weekday,August,peak_pm,
36,weekday,September,peak_pm,
36,weekday,October,peak_pm,
36,weekday,November,peak_pm,
36,weekday,December,peak_pm,
36,weekend,January,late_pm,109.5
36,weekend,February,late_pm,139.1
36,weekend,March,late_pm,61.5
36,weekend,April,late_pm,107.3
36,weekend,May,late_pm,115.3
36,weekend,June,late_pm,108.5
36,weekend,July,late_pm,177.7
36,weekend,August,late_pm,197
36,weekend,September,late_pm,194.2
36,weekend,October,late_pm,187.5
36,weekend,November,late_pm,120.8
36,weekend,December,late_pm,133.4
36,weekend,January,early_am,31.0833333333333
36,weekend,February,early_am,31.1666666666667
36,weekend,March,early_am,15.3333333333333
36,weekend,April,early_am,19.6666666666667
36,weekend,May,early_am,24.6666666666667
36,weekend,June,early_am,23.4166666666667
36,weekend,July,early_am,44.9166666666667
36,weekend,August,early_am,39.0833333333333
36,weekend,September,early_am,43.6666666666667
36,weekend,October,early_am,42.75
36,weekend,November,early_am,31.0833333333333
36,weekend,December,early_am,35.0833333333333
36,weekend,January,peak_am,211.75
36,weekend,February,peak_am,274.75
36,weekend,March,peak_am,121.375
36,weekend,April,peak_am,208.5
36,weekend,May,peak_am,204
36,weekend,June,peak_am,195.375
36,weekend,July,peak_am,384.875
36,weekend,August,peak_am,362.625
36,weekend,September,peak_am,404.125
36,weekend,October,peak_am,364.125
36,weekend,November,peak_am,231.875
36,weekend,December,peak_am,228.375
36,weekend,January,mid,476.5
36,weekend,February,mid,591.2
36,weekend,March,mid,234
36,weekend,April,mid,424.1
36,weekend,May,mid,394.6
36,weekend,June,mid,376
36,weekend,July,mid,739.8
36,weekend,August,mid,715.8
36,weekend,September,mid,780.9
36,weekend,October,mid,767.3
36,weekend,November,mid,451.9
36,weekend,December,mid,514.4
36,weekend,January,peak_pm,331.75
36,weekend,February,peak_pm,423.125
36,weekend,March,peak_pm,144
36,weekend,April,peak_pm,293.625
36,weekend,May,peak_pm,316.25
36,weekend,June,peak_pm,268.875
36,weekend,July,peak_pm,521.875
36,weekend,August,peak_pm,509.75
36,weekend,September,peak_pm,564
36,weekend,October,peak_pm,616
36,weekend,November,peak_pm,339.125
36,weekend,December,peak_pm,341.5
74,weekday,January,late_pm,44
74,weekday,February,late_pm,91.1
74,weekday,March,late_pm,122.5
74,weekday,April,late_pm,113.6
74,weekday,May,late_pm,151.4
74,weekday,June,late_pm,198.2
74,weekday,July,late_pm,228.2
74,weekday,August,late_pm,199.9
74,weekday,September,late_pm,153.4
74,weekday,October,late_pm,138.6
74,weekday,November,late_pm,98
74,weekday,December,late_pm,72.3
74,weekday,January,early_am,33
74,weekday,February,early_am,68.25
74,weekday,March,early_am,79.3333333333333
74,weekday,April,early_am,85.1666666666667
74,weekday,May,early_am,120.416666666667
74,weekday,June,early_am,108.666666666667
74,weekday,July,early_am,95.75
74,weekday,August,early_am,113.5
74,weekday,September,early_am,100
74,weekday,October,early_am,94.1666666666667
74,weekday,November,early_am,82.1666666666667
74,weekday,December,early_am,57.25
74,weekday,January,peak_am,591
74,weekday,February,peak_am,706.5
74,weekday,March,peak_am,566
74,weekday,April,peak_am,515.5
74,weekday,May,peak_am,627
74,weekday,June,peak_am,648
74,weekday,July,peak_am,630.5
74,weekday,August,peak_am,672
74,weekday,September,peak_am,648
74,weekday,October,peak_am,579
74,weekday,November,peak_am,527
74,weekday,December,peak_am,603
74,weekday,January,mid,247.5
74,weekday,February,mid,398.3
74,weekday,March,mid,493.3
74,weekday,April,mid,498.7
74,weekday,May,mid,602.222222222222
74,weekday,June,mid,561.625
74,weekday,July,mid,627.25
74,weekday,August,mid,622.25
74,weekday,September,mid,600.875
74,weekday,October,mid,532
74,weekday,November,mid,509.6
74,weekday,December,mid,421.6
74,weekday,January,peak_pm,356.125
74,weekday,February,peak_pm,508
74,weekday,March,peak_pm,687.5
74,weekday,April,peak_pm,697
74,weekday,May,peak_pm,609.5
74,weekday,June,peak_pm,683
74,weekday,July,peak_pm,740
74,weekday,August,peak_pm,723.5
74,weekday,September,peak_pm,568
74,weekday,October,peak_pm,665.5
74,weekday,November,peak_pm,592.666666666667
74,weekday,December,peak_pm,559.125
74,weekend,January,late_pm,20.8
74,weekend,February,late_pm,32.5
74,weekend,March,late_pm,33.1
74,weekend,April,late_pm,60.6
74,weekend,May,late_pm,66.4
74,weekend,June,late_pm,77.5
74,weekend,July,late_pm,116.6
74,weekend,August,late_pm,74.7
74,weekend,September,late_pm,72
74,weekend,October,late_pm,60.6
74,weekend,November,late_pm,35.6
74,weekend,December,late_pm,37.1
74,weekend,January,early_am,2.08333333333333
74,weekend,February,early_am,3.08333333333333
74,weekend,March,early_am,3.08333333333333
74,weekend,April,early_am,4.91666666666667
74,weekend,May,early_am,5.66666666666667
74,weekend,June,early_am,4.58333333333333
74,weekend,July,early_am,8.08333333333333
74,weekend,August,early_am,5.33333333333333
74,weekend,September,early_am,4.75
74,weekend,October,early_am,4.91666666666667
74,weekend,November,early_am,4.83333333333333
74,weekend,December,early_am,3.66666666666667
74,weekend,January,peak_am,44.125
74,weekend,February,peak_am,88
74,weekend,March,peak_am,73.25
74,weekend,April,peak_am,126.375
74,weekend,May,peak_am,122.875
74,weekend,June,peak_am,129.875
74,weekend,July,peak_am,161.625
74,weekend,August,peak_am,115.875
74,weekend,September,peak_am,132.875
74,weekend,October,peak_am,128.375
74,weekend,November,peak_am,82.625
74,weekend,December,peak_am,71.375
74,weekend,January,mid,198.7
74,weekend,February,mid,343.2
74,weekend,March,mid,270.2
74,weekend,April,mid,457
74,weekend,May,mid,427.6
74,weekend,June,mid,469.7
74,weekend,July,mid,613.6
74,weekend,August,mid,473.4
74,weekend,September,mid,491.1
74,weekend,October,mid,500.6
74,weekend,November,mid,326.5
74,weekend,December,mid,301.9
74,weekend,January,peak_pm,167.625
74,weekend,February,peak_pm,319.875
74,weekend,March,peak_pm,314.125
74,weekend,April,peak_pm,570.5
74,weekend,May,peak_pm,544.625
74,weekend,June,peak_pm,574.125
74,weekend,July,peak_pm,648.75
74,weekend,August,peak_pm,636.428571428572
74,weekend,September,peak_pm,644.125
74,weekend,October,peak_pm,570
74,weekend,November,peak_pm,273.875
74,weekend,December,peak_pm,231
75,weekday,January,late_pm,85.3
75,weekday,February,late_pm,128.7
75,weekday,March,late_pm,216.4
75,weekday,April,late_pm,233.8
75,weekday,May,late_pm,196.9
75,weekday,June,late_pm,254.5
75,weekday,July,late_pm,128.375
75,weekday,August,late_pm,102.75
75,weekday,September,late_pm,204.5
75,weekday,October,late_pm,144.4
75,weekday,November,late_pm,144.3
75,weekday,December,late_pm,96
75,weekday,January,early_am,35.6666666666667
75,weekday,February,early_am,52.5
75,weekday,March,early_am,69.5
75,weekday,April,early_am,61.25
75,weekday,May,early_am,88.6666666666667
75,weekday,June,early_am,88.0833333333333
75,weekday,July,early_am,71.5
75,weekday,August,early_am,81.8333333333333
75,weekday,September,early_am,84.3333333333333
75,weekday,October,early_am,61.3333333333333
75,weekday,November,early_am,65
75,weekday,December,early_am,48.5
75,weekday,January,peak_am,382.125
75,weekday,February,peak_am,582.571428571429
75,weekday,March,peak_am,788
75,weekday,April,peak_am,723.285714285714
75,weekday,May,peak_am,903.666666666667
75,weekday,June,peak_am,918
75,weekday,July,peak_am,876.75
75,weekday,August,peak_am,855
75,weekday,September,peak_am,980.333333333333
75,weekday,October,peak_am,813.875
75,weekday,November,peak_am,784.875
75,weekday,December,peak_am,614.25
75,weekday,January,mid,400.3
75,weekday,February,mid,560.375
75,weekday,March,mid,850
75,weekday,April,mid,797.142857142857
75,weekday,May,mid,914.666666666667
75,weekday,June,mid,970
75,weekday,July,mid,
75,weekday,August,mid,
75,weekday,September,mid,
75,weekday,October,mid,896
75,weekday,November,mid,808.857142857143
75,weekday,December,mid,752.444444444445
75,weekday,January,peak_pm,668.5
75,weekday,February,peak_pm,597
75,weekday,March,peak_pm,
75,weekday,April,peak_pm,
75,weekday,May,peak_pm,
75,weekday,June,peak_pm,
75,weekday,July,peak_pm,
75,weekday,August,peak_pm,
75,weekday,September,peak_pm,
75,weekday,October,peak_pm,911
75,weekday,November,peak_pm,672
75,weekday,December,peak_pm,673.5
75,weekend,January,late_pm,10.4
75,weekend,February,late_pm,30.1
75,weekend,March,late_pm,13.8
75,weekend,April,late_pm,34.8
75,weekend,May,late_pm,25.8
75,weekend,June,late_pm,58.6
75,weekend,July,late_pm,160.3
75,weekend,August,late_pm,129.6
75,weekend,September,late_pm,76
75,weekend,October,late_pm,20.3
75,weekend,November,late_pm,15.1
75,weekend,December,late_pm,16.7
75,weekend,January,early_am,5.75
75,weekend,February,early_am,7.5
75,weekend,March,early_am,6.83333333333333
75,weekend,April,early_am,14.6666666666667
75,weekend,May,early_am,15.5
75,weekend,June,early_am,19.75
75,weekend,July,early_am,15.5833333333333
75,weekend,August,early_am,12.6666666666667
75,weekend,September,early_am,13.5
75,weekend,October,early_am,10.3333333333333
75,weekend,November,early_am,8.91666666666667
75,weekend,December,early_am,7.5
75,weekend,January,peak_am,156.25
75,weekend,February,peak_am,292
75,weekend,March,peak_am,264.125
75,weekend,April,peak_am,471.75
75,weekend,May,peak_am,449.625
75,weekend,June,peak_am,497.5
75,weekend,July,peak_am,458.833333333333
75,weekend,August,peak_am,446.75
75,weekend,September,peak_am,437.571428571429
75,weekend,October,peak_am,467.75
75,weekend,November,peak_am,304.625
75,weekend,December,peak_am,267.75
75,weekend,January,mid,354.1
75,weekend,February,mid,679.1
75,weekend,March,mid,569.7
75,weekend,April,mid,893.5
75,weekend,May,mid,864.857142857143
75,weekend,June,mid,890.6
75,weekend,July,mid,
75,weekend,August,mid,838
75,weekend,September,mid,
75,weekend,October,mid,
75,weekend,November,mid,589.6
75,weekend,December,mid,495.4
75,weekend,January,peak_pm,248
75,weekend,February,peak_pm,453.25
75,weekend,March,peak_pm,475.125
75,weekend,April,peak_pm,699.25
75,weekend,May,peak_pm,624.8
75,weekend,June,peak_pm,663.8
75,weekend,July,peak_pm,683
75,weekend,August,peak_pm,767
75,weekend,September,peak_pm,596.25
75,weekend,October,peak_pm,580.857142857143
75,weekend,November,peak_pm,386
75,weekend,December,peak_pm,364.875
45,weekday,January,late_pm,218.333333333333
45,weekday,February,late_pm,513.833333333333
45,weekday,March,late_pm,526.5
45,weekday,April,late_pm,547
45,weekday,May,late_pm,510.5
45,weekday,June,late_pm,538
45,weekday,July,late_pm,609.833333333333
45,weekday,August,late_pm,576.4
45,weekday,September,late_pm,547.6
45,weekday,October,late_pm,522.6
45,weekday,November,late_pm,461.8
45,weekday,December,late_pm,325.888888888889
45,weekday,January,early_am,49.75
45,weekday,February,early_am,143.333333333333
45,weekday,March,early_am,213.333333333333
45,weekday,April,early_am,190.083333333333
45,weekday,May,early_am,228.916666666667
45,weekday,June,early_am,210.916666666667
45,weekday,July,early_am,189.333333333333
45,weekday,August,early_am,233.5
45,weekday,September,early_am,235.166666666667
45,weekday,October,early_am,204
45,weekday,November,early_am,190.5
45,weekday,December,early_am,83.8333333333333
45,weekday,January,peak_am,311.75
45,weekday,February,peak_am,661.6
45,weekday,March,peak_am,930.5
45,weekday,April,peak_am,870.6
45,weekday,May,peak_am,
45,weekday,June,peak_am,838
45,weekday,July,peak_am,853.666666666667
45,weekday,August,peak_am,979
45,weekday,September,peak_am,934
45,weekday,October,peak_am,894
45,weekday,November,peak_am,783.4
45,weekday,December,peak_am,400.25
45,weekday,January,mid,335.111111111111
45,weekday,February,mid,662.6
45,weekday,March,mid,968.5
45,weekday,April,mid,926
45,weekday,May,mid,
45,weekday,June,mid,
45,weekday,July,mid,
45,weekday,August,mid,
45,weekday,September,mid,
45,weekday,October,mid,946
45,weekday,November,mid,845
45,weekday,December,mid,458.444444444444
45,weekday,January,peak_pm,0
45,weekday,February,peak_pm,
45,weekday,March,peak_pm,
45,weekday,April,peak_pm,
45,weekday,May,peak_pm,
45,weekday,June,peak_pm,
45,weekday,July,peak_pm,
45,weekday,August,peak_pm,
45,weekday,September,peak_pm,
45,weekday,October,peak_pm,
45,weekday,November,peak_pm,
45,weekday,December,peak_pm,563.5
45,weekend,January,late_pm,53
45,weekend,February,late_pm,197.5
45,weekend,March,late_pm,148.4
45,weekend,April,late_pm,249.1
45,weekend,May,late_pm,211.2
45,weekend,June,late_pm,231.3
45,weekend,July,late_pm,233.5
45,weekend,August,late_pm,186.7
45,weekend,September,late_pm,205.5
45,weekend,October,late_pm,202.5
45,weekend,November,late_pm,137.4
45,weekend,December,late_pm,90.9
45,weekend,January,early_am,17.8333333333333
45,weekend,February,early_am,52.25
45,weekend,March,early_am,49
45,weekend,April,early_am,68.0833333333333
45,weekend,May,early_am,64.75
45,weekend,June,early_am,62.8333333333333
45,weekend,July,early_am,72.4166666666667
45,weekend,August,early_am,57.6666666666667
45,weekend,September,early_am,60.8333333333333
45,weekend,October,early_am,63.25
45,weekend,November,early_am,43.9166666666667
45,weekend,December,early_am,28
45,weekend,January,peak_am,163.375
45,weekend,February,peak_am,520.571428571429
45,weekend,March,peak_am,463.5
45,weekend,April,peak_am,599.833333333333
45,weekend,May,peak_am,609.375
45,weekend,June,peak_am,558
45,weekend,July,peak_am,591.833333333333
45,weekend,August,peak_am,578.5
45,weekend,September,peak_am,572.666666666667
45,weekend,October,peak_am,514.666666666667
45,weekend,November,peak_am,420.375
45,weekend,December,peak_am,229.625
45,weekend,January,mid,297.2
45,weekend,February,mid,718.8
45,weekend,March,mid,730.8
45,weekend,April,mid,
45,weekend,May,mid,889.666666666667
45,weekend,June,mid,923
45,weekend,July,mid,
45,weekend,August,mid,937.333333333333
45,weekend,September,mid,918.333333333333
45,weekend,October,mid,
45,weekend,November,mid,638.6
45,weekend,December,mid,395.1
45,weekend,January,peak_pm,136.375
45,weekend,February,peak_pm,455.857142857143
45,weekend,March,peak_pm,385.75
45,weekend,April,peak_pm,675.125
45,weekend,May,peak_pm,589.625
45,weekend,June,peak_pm,583.75
45,weekend,July,peak_pm,662.375
45,weekend,August,peak_pm,548
45,weekend,September,peak_pm,587.375
45,weekend,October,peak_pm,604.125
45,weekend,November,peak_pm,333.75
45,weekend,December,peak_pm,186.25
44,weekday,January,late_pm,170.6
44,weekday,February,late_pm,208.7
44,weekday,March,late_pm,250.1
44,weekday,April,late_pm,229.2
44,weekday,May,late_pm,254.9
44,weekday,June,late_pm,263.4
44,weekday,July,late_pm,230.7
44,weekday,August,late_pm,250.7
44,weekday,September,late_pm,222.7
44,weekday,October,late_pm,213.2
44,weekday,November,late_pm,226.6
44,weekday,December,late_pm,157.6
44,weekday,January,early_am,106.333333333333
44,weekday,February,early_am,125.416666666667
44,weekday,March,early_am,152.5
44,weekday,April,early_am,155.25
44,weekday,May,early_am,178.75
44,weekday,June,early_am,179.916666666667
44,weekday,July,early_am,155.166666666667
44,weekday,August,early_am,189.166666666667
44,weekday,September,early_am,166.583333333333
44,weekday,October,early_am,158.333333333333
44,weekday,November,early_am,164
44,weekday,December,early_am,110.5
44,weekday,January,peak_am,
44,weekday,February,peak_am,
44,weekday,March,peak_am,
44,weekday,April,peak_am,
44,weekday,May,peak_am,
44,weekday,June,peak_am,
44,weekday,July,peak_am,
44,weekday,August,peak_am,
44,weekday,September,peak_am,
44,weekday,October,peak_am,
44,weekday,November,peak_am,
44,weekday,December,peak_am,
44,weekday,January,mid,602.8
44,weekday,February,mid,650.777777777778
44,weekday,March,mid,772.444444444445
44,weekday,April,mid,723.222222222222
44,weekday,May,mid,803
44,weekday,June,mid,796
44,weekday,July,mid,762.777777777778
44,weekday,August,mid,801
44,weekday,September,mid,778.285714285714
44,weekday,October,mid,740.5
44,weekday,November,mid,760.4
44,weekday,December,mid,614.2
44,weekday,January,peak_pm,641.5
44,weekday,February,peak_pm,656.833333333333
44,weekday,March,peak_pm,741.5
44,weekday,April,peak_pm,771.166666666667
44,weekday,May,peak_pm,723
44,weekday,June,peak_pm,785.2
44,weekday,July,peak_pm,718.4
44,weekday,August,peak_pm,796
44,weekday,September,peak_pm,733.75
44,weekday,October,peak_pm,708.5
44,weekday,November,peak_pm,786.666666666667
44,weekday,December,peak_pm,576.75
44,weekend,January,late_pm,44.8
44,weekend,February,late_pm,45.8
44,weekend,March,late_pm,40.6
44,weekend,April,late_pm,64.2
44,weekend,May,late_pm,58.2
44,weekend,June,late_pm,63
44,weekend,July,late_pm,69.3
44,weekend,August,late_pm,51.2
44,weekend,September,late_pm,59.3
44,weekend,October,late_pm,64.2
44,weekend,November,late_pm,40
44,weekend,December,late_pm,37.4
44,weekend,January,early_am,20.5
44,weekend,February,early_am,24.0833333333333
44,weekend,March,early_am,19.6666666666667
44,weekend,April,early_am,28.8333333333333
44,weekend,May,early_am,27.9166666666667
44,weekend,June,early_am,25.6666666666667
44,weekend,July,early_am,27.75
44,weekend,August,early_am,21.1666666666667
44,weekend,September,early_am,21.8333333333333
44,weekend,October,early_am,25.8333333333333
44,weekend,November,early_am,18.1666666666667
44,weekend,December,early_am,20.6666666666667
44,weekend,January,peak_am,127
44,weekend,February,peak_am,148.625
44,weekend,March,peak_am,123.625
44,weekend,April,peak_am,191.125
44,weekend,May,peak_am,161.625
44,weekend,June,peak_am,165.75
44,weekend,July,peak_am,176.5
44,weekend,August,peak_am,145.5
44,weekend,September,peak_am,151
44,weekend,October,peak_am,174
44,weekend,November,peak_am,110.25
44,weekend,December,peak_am,109.25
44,weekend,January,mid,225.6
44,weekend,February,mid,257.9
44,weekend,March,mid,209.1
44,weekend,April,mid,318.2
44,weekend,May,mid,297.1
44,weekend,June,mid,292.3
44,weekend,July,mid,315.3
44,weekend,August,mid,274.8
44,weekend,September,mid,252.5
44,weekend,October,mid,321.2
44,weekend,November,mid,200
44,weekend,December,mid,205.4
44,weekend,January,peak_pm,138.625
44,weekend,February,peak_pm,162.75
44,weekend,March,peak_pm,138.125
44,weekend,April,peak_pm,226.625
44,weekend,May,peak_pm,185.25
44,weekend,June,peak_pm,187.5
44,weekend,July,peak_pm,212.5
44,weekend,August,peak_pm,173
44,weekend,September,peak_pm,171.5
44,weekend,October,peak_pm,207.5
44,weekend,November,peak_pm,130.25
44,weekend,December,peak_pm,128.75
,weekday,January,late_pm,137.4
,weekday,February,late_pm,149.7
,weekday,March,late_pm,143.7
,weekday,April,late_pm,163.8
,weekday,May,late_pm,155.1
,weekday,June,late_pm,0
,weekday,July,late_pm,0
,weekday,August,late_pm,0
,weekday,September,late_pm,0
,weekday,October,late_pm,34.7142857142857
,weekday,November,late_pm,26.6
,weekday,December,late_pm,0.2
,weekday,January,early_am,41.5833333333333
,weekday,February,early_am,40.4583333333333
,weekday,March,early_am,36.75
,weekday,April,early_am,38.4166666666667
,weekday,May,early_am,33.9166666666667
,weekday,June,early_am,0
,weekday,July,early_am,0
,weekday,August,early_am,0
,weekday,September,early_am,0
,weekday,October,early_am,26.0476190476191
,weekday,November,early_am,20.5555555555556
,weekday,December,early_am,0.4
,weekday,January,peak_am,289.875
,weekday,February,peak_am,300
,weekday,March,peak_am,286.5
,weekday,April,peak_am,315.125
,weekday,May,peak_am,298.25
,weekday,June,peak_am,0
,weekday,July,peak_am,0
,weekday,August,peak_am,0
,weekday,September,peak_am,0
,weekday,October,peak_am,9.04166666666667
,weekday,November,peak_am,0
,weekday,December,peak_am,1.6
,weekday,January,mid,199
,weekday,February,mid,209.3
,weekday,March,mid,170.7
,weekday,April,mid,185
,weekday,May,mid,178.1
,weekday,June,mid,0
,weekday,July,mid,0
,weekday,August,mid,0
,weekday,September,mid,0
,weekday,October,mid,99.8823529411765
,weekday,November,mid,103.4
,weekday,December,mid,0.12
,weekday,January,peak_pm,307.428571428571
,weekday,February,peak_pm,302
,weekday,March,peak_pm,295.857142857143
,weekday,April,peak_pm,283.285714285714
,weekday,May,peak_pm,269.714285714286
,weekday,June,peak_pm,0
,weekday,July,peak_pm,0
,weekday,August,peak_pm,0
,weekday,September,peak_pm,0
,weekday,October,peak_pm,63.5769230769231
,weekday,November,peak_pm,100.083333333333
,weekday,December,peak_pm,0.4
,weekend,January,late_pm,21
,weekend,February,late_pm,24.4
,weekend,March,late_pm,25.5
,weekend,April,late_pm,35.3
,weekend,May,late_pm,16.3
,weekend,June,late_pm,0
,weekend,July,late_pm,0
,weekend,August,late_pm,0
,weekend,September,late_pm,0
,weekend,October,late_pm,8.8
,weekend,November,late_pm,5.36666666666667
,weekend,December,late_pm,0.12
,weekend,January,early_am,8.83333333333333
,weekend,February,early_am,10.6666666666667
,weekend,March,early_am,6.91666666666667
,weekend,April,early_am,8.66666666666667
,weekend,May,early_am,6.08333333333333
,weekend,June,early_am,0
,weekend,July,early_am,0
,weekend,August,early_am,0
,weekend,September,early_am,0
,weekend,October,early_am,4.04761904761905
,weekend,November,early_am,2.80555555555556
,weekend,December,early_am,0.2
,weekend,January,peak_am,52.25
,weekend,February,peak_am,61.875
,weekend,March,peak_am,55.125
,weekend,April,peak_am,57.5
,weekend,May,peak_am,40.5
,weekend,June,peak_am,0
,weekend,July,peak_am,0
,weekend,August,peak_am,0
,weekend,September,peak_am,0
,weekend,October,peak_am,31.2857142857143
,weekend,November,peak_am,19.6666666666667
,weekend,December,peak_am,0.7
,weekend,January,mid,108.4
,weekend,February,mid,112.2
,weekend,March,mid,105.7
,weekend,April,mid,116.3
,weekend,May,mid,78.9
,weekend,June,mid,0
,weekend,July,mid,0
,weekend,August,mid,0
,weekend,September,mid,0
,weekend,October,mid,51.6285714285714
,weekend,November,mid,34.3333333333333
,weekend,December,mid,0.52
,weekend,January,peak_pm,88.5
,weekend,February,peak_pm,93.875
,weekend,March,peak_pm,99
,weekend,April,peak_pm,104.5
,weekend,May,peak_pm,71.5
,weekend,June,peak_pm,0
,weekend,July,peak_pm,0
,weekend,August,peak_pm,0
,weekend,September,peak_pm,0
,weekend,October,peak_pm,31.4285714285714
,weekend,November,peak_pm,19.625
,weekend,December,peak_pm,0
55,weekday,January,late_pm,117.44
55,weekday,February,late_pm,134.15
55,weekday,March,late_pm,175.95
55,weekday,April,late_pm,175.3
55,weekday,May,late_pm,215.2
55,weekday,June,late_pm,196.866666666667
55,weekday,July,late_pm,158.733333333333
55,weekday,August,late_pm,176.8
55,weekday,September,late_pm,172
55,weekday,October,late_pm,185.6
55,weekday,November,late_pm,149.4
55,weekday,December,late_pm,160.4
55,weekday,January,early_am,91.3
55,weekday,February,early_am,74.7291666666667
55,weekday,March,early_am,90.9166666666667
55,weekday,April,early_am,91.8333333333333
55,weekday,May,early_am,83
55,weekday,June,early_am,89.5555555555556
55,weekday,July,early_am,87
55,weekday,August,early_am,95.8333333333333
55,weekday,September,early_am,95.125
55,weekday,October,early_am,94.3333333333333
55,weekday,November,early_am,84.4583333333333
55,weekday,December,early_am,77.75
55,weekday,January,peak_am,626
55,weekday,February,peak_am,654.571428571429
55,weekday,March,peak_am,654.6
55,weekday,April,peak_am,582.333333333333
55,weekday,May,peak_am,499.428571428572
55,weekday,June,peak_am,564.666666666667
55,weekday,July,peak_am,690.5
55,weekday,August,peak_am,649.5
55,weekday,September,peak_am,691
55,weekday,October,peak_am,705.25
55,weekday,November,peak_am,704.6
55,weekday,December,peak_am,686
55,weekday,January,mid,292.6
55,weekday,February,mid,341.65
55,weekday,March,mid,375.9
55,weekday,April,mid,361.9
55,weekday,May,mid,332.1
55,weekday,June,mid,372.333333333333
55,weekday,July,mid,375.466666666667
55,weekday,August,mid,395
55,weekday,September,mid,430
55,weekday,October,mid,412
55,weekday,November,mid,380.15
55,weekday,December,mid,332.6
55,weekday,January,peak_pm,448.1
55,weekday,February,peak_pm,488.8
55,weekday,March,peak_pm,602.533333333333
55,weekday,April,peak_pm,635.1875
55,weekday,May,peak_pm,554
55,weekday,June,peak_pm,613.166666666667
55,weekday,July,peak_pm,624.25
55,weekday,August,peak_pm,708.9375
55,weekday,September,peak_pm,648.307692307692
55,weekday,October,peak_pm,639.357142857143
55,weekday,November,peak_pm,536.375
55,weekday,December,peak_pm,444.0625
55,weekend,January,late_pm,31.8
55,weekend,February,late_pm,33.4
55,weekend,March,late_pm,52.55
55,weekend,April,late_pm,56.4
55,weekend,May,late_pm,34
55,weekend,June,late_pm,56.0666666666667
55,weekend,July,late_pm,50.9333333333333
55,weekend,August,late_pm,46.95
55,weekend,September,late_pm,48.95
55,weekend,October,late_pm,54.4
55,weekend,November,late_pm,38.25
55,weekend,December,late_pm,69.75
55,weekend,January,early_am,11.3666666666667
55,weekend,February,early_am,9.20833333333333
55,weekend,March,early_am,10.2916666666667
55,weekend,April,early_am,16.6666666666667
55,weekend,May,early_am,21.0416666666667
55,weekend,June,early_am,15.1111111111111
55,weekend,July,early_am,16.1111111111111
55,weekend,August,early_am,11.7916666666667
55,weekend,September,early_am,14.5833333333333
55,weekend,October,early_am,13.0416666666667
55,weekend,November,early_am,11.1666666666667
55,weekend,December,early_am,45.9166666666667
55,weekend,January,peak_am,81.45
55,weekend,February,peak_am,94.8125
55,weekend,March,peak_am,89.8125
55,weekend,April,peak_am,117.125
55,weekend,May,peak_am,86.125
55,weekend,June,peak_am,118.333333333333
55,weekend,July,peak_am,126.5
55,weekend,August,peak_am,114
55,weekend,September,peak_am,135.6875
55,weekend,October,peak_am,128.6875
55,weekend,November,peak_am,104.1875
55,weekend,December,peak_am,98.5
55,weekend,January,mid,154.12
55,weekend,February,mid,184.95
55,weekend,March,mid,184.25
55,weekend,April,mid,206.95
55,weekend,May,mid,135.35
55,weekend,June,mid,193.6
55,weekend,July,mid,214.933333333333
55,weekend,August,mid,187.35
55,weekend,September,mid,219.15
55,weekend,October,mid,200.25
55,weekend,November,mid,168.4
55,weekend,December,mid,199.4
55,weekend,January,peak_pm,99.35
55,weekend,February,peak_pm,109.9375
55,weekend,March,peak_pm,163.125
55,weekend,April,peak_pm,159.6875
55,weekend,May,peak_pm,114.4375
55,weekend,June,peak_pm,164.416666666667
55,weekend,July,peak_pm,173.083333333333
55,weekend,August,peak_pm,158.4375
55,weekend,September,peak_pm,200.5
55,weekend,October,peak_pm,170.3125
55,weekend,November,peak_pm,119.8125
55,weekend,December,peak_pm,126.625
56,weekday,January,late_pm,51.6
56,weekday,February,late_pm,66.4
56,weekday,March,late_pm,83.9
56,weekday,April,late_pm,43.2
56,weekday,May,late_pm,36
56,weekday,June,late_pm,43.3
56,weekday,July,late_pm,45.4
56,weekday,August,late_pm,83
56,weekday,September,late_pm,73.5
56,weekday,October,late_pm,83.5
56,weekday,November,late_pm,76.2
56,weekday,December,late_pm,53.1
